,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
2020-09-30,115.44,3148.73,293.98,126.59,261.9,1465.6,115.81,3148.73,293.98,126.59,261.9,1465.6,117.26,3212.88,295.0,129.0,266.08,1486.2,113.62,3133.99,283.71,123.07,260.1,1455.76,113.79,3141.14,284.01,123.84,261.98,1460.94,142675200,4896100,24777700,3863100,20142500,2046200
2020-10-01,116.41,3221.26,290.05,126.45,266.63,1487.9,116.79,3221.26,290.05,126.45,266.63,1487.9,117.72,3224.0,295.59,127.29,268.33,1495.07,115.83,3172.0,288.25,125.52,264.8,1476.8,117.64,3208.0,295.26,126.53,265.35,1483.66,116120400,4971900,16304000,1842900,20009800,1644200
2020-10-02,112.66,3125.0,288.17,124.62,259.94,1455.6,113.02,3125.0,288.17,124.62,259.94,1455.6,115.37,3195.8,291.98,126.09,265.15,1479.03,112.22,3123.0,286.51,123.5,259.18,1447.35,112.89,3153.63,286.62,124.66,261.21,1459.63,144712000,5613100,11482800,2034600,16367600,1561100
2020-10-05,116.13,3199.2,288.27,124.7,264.65,1482.83,116.5,3199.2,288.27,124.7,264.65,1482.83,116.65,3202.53,290.0,126.12,264.87,1484.7,113.55,3140.85,284.88,124.1,260.84,1460.09,113.91,3145.84,289.06,124.83,262.2,1462.65,106243800,3775300,17876400,1931800,12822300,1080100
2020-10-06,112.8,3099.96,292.39,124.83,258.66,1451.02,113.16,3099.96,292.39,124.83,258.66,1451.02,116.12,3182.0,296.84,127.08,265.69,1484.52,112.25,3090.0,286.91,124.18,258.24,1445.01,115.7,3165.0,287.41,124.98,261.78,1475.5,161498200,5086900,15860400,1610900,18696900,1304800
2020-10-07,114.71,3195.69,296.5,126.35,258.12,1459.14,115.08,3195.69,296.5,126.35,258.12,1459.14,115.55,3200.0,299.51,126.99,260.18,1468.97,114.13,3132.39,292.87,125.32,254.82,1433.23,114.62,3135.0,297.99,125.8,259.21,1459.31,96849000,4309400,16669300,1715500,23133400,1805400
2020-10-08,114.6,3190.55,300.54,126.75,263.76,1483.43,114.97,3190.55,300.54,126.75,263.76,1483.43,116.4,3233.29,302.3,128.7,264.62,1488.03,114.59,3174.99,295.44,126.39,259.15,1465.45,116.25,3224.99,298.11,128.7,259.75,1465.45,83477200,3174100,15105800,1341500,16312800,1303800
2020-10-09,116.59,3286.65,299.74,126.49,264.45,1510.45,116.97,3286.65,299.74,126.49,264.45,1510.45,117.0,3288.99,302.61,127.64,264.75,1511.85,114.92,3197.83,297.74,126.11,262.17,1487.0,115.28,3210.0,298.55,126.79,264.52,1492.86,100506900,4907900,11442200,1353800,14107800,1648300
2020-10-12,124.0,3442.93,306.34,127.72,275.75,1564.59,124.4,3442.93,306.34,127.72,275.75,1564.59,125.18,3496.24,309.64,129.1,280.18,1588.42,119.28,3339.55,301.29,127.13,267.87,1529.3,120.06,3349.94,303.95,129.03,270.2,1538.0,240226800,8364200,14780100,3463400,31019300,2767200
2020-10-13,120.71,3443.63,308.78,127.05,276.14,1567.07,121.1,3443.63,308.78,127.05,276.14,1567.07,125.39,3492.38,310.01,128.01,279.1,1585.16,119.65,3424.22,303.03,126.38,273.39,1558.63,125.27,3467.99,306.36,127.83,277.58,1577.01,262330500,5744700,10898500,2342000,18063300,1953600
2020-10-14,120.8,3363.71,301.04,136.07,271.82,1563.44,121.19,3363.71,301.04,136.07,271.82,1563.44,123.03,3464.88,309.96,138.98,278.75,1583.85,119.62,3340.0,300.8,127.35,271.5,1545.9,121.0,3447.0,309.0,127.8,277.62,1574.6,151062300,5828900,15157800,11029900,15577800,1659200
2020-10-15,120.32,3338.65,299.46,130.04,266.72,1555.47,120.71,3338.65,299.46,130.04,266.72,1555.47,121.2,3355.88,299.86,134.7,269.04,1571.4,118.15,3280.0,292.61,129.68,263.67,1541.13,118.72,3292.01,293.8,133.2,267.6,1544.5,112559200,5223400,9709900,6413800,15416100,1560500
2020-10-16,118.64,3272.71,307.31,130.37,265.93,1567.7,119.02,3272.71,307.31,130.37,265.93,1567.7,121.55,3399.66,310.0,132.91,271.37,1577.71,118.81,3160.0,302.95,130.23,265.3,1557.66,121.28,3363.23,303.99,131.9,267.38,1561.83,115393800,6474400,12338000,2523200,16622700,1709700
2020-10-19,115.61,3207.21,305.29,129.25,261.4,1529.95,115.98,3207.21,305.29,129.25,261.4,1529.95,120.42,3329.0,313.81,133.46,268.55,1583.93,115.66,3192.74,303.41,128.7,259.88,1522.92,119.96,3299.61,309.89,131.5,265.53,1575.93,120639300,5223600,14107300,2232800,13587000,1486700
2020-10-20,117.13,3217.01,309.81,130.08,267.56,1551.08,117.51,3217.01,309.81,130.08,267.56,1551.08,118.98,3266.0,311.8,131.79,269.7,1573.84,115.63,3192.01,307.06,128.49,262.88,1520.5,116.2,3222.28,307.6,130.01,263.06,1523.11,124423700,4509700,8806100,2175600,18763200,2083500
2020-10-21,116.49,3184.94,307.97,134.84,278.73,1585.99,116.87,3184.94,307.97,134.84,278.73,1585.99,118.71,3233.88,314.0,136.17,283.05,1615.14,116.45,3160.0,307.7,132.01,276.37,1567.14,116.67,3212.5,311.75,132.63,279.56,1569.85,89946000,4592700,11139700,3687000,28998600,3016100
2020-10-22,115.38,3176.4,306.28,132.86,278.12,1606.66,115.75,3176.4,306.28,132.86,278.12,1606.66,118.04,3198.75,311.85,135.13,282.45,1613.42,114.59,3121.94,304.21,130.48,275.04,1577.48,117.45,3189.87,311.46,134.51,279.87,1585.0,101988000,4212000,8008400,2298000,16720000,1525600
2020-10-23,114.67,3204.4,309.92,133.93,284.79,1632.98,115.04,3204.4,309.92,133.93,284.79,1632.98,116.55,3205.33,310.33,134.15,285.24,1634.12,114.28,3140.0,304.06,130.3,276.82,1611.91,116.39,3191.0,307.27,133.0,278.8,1615.05,82572600,3466700,6231400,1782300,17535200,1527400
2020-10-26,114.68,3207.04,306.87,132.95,277.11,1584.29,115.05,3207.04,306.87,132.95,277.11,1584.29,116.55,3282.98,315.46,134.9,285.23,1629.58,112.88,3153.3,303.2,131.13,274.26,1567.78,114.01,3198.74,309.92,132.85,283.16,1615.0,111850700,5901200,9350100,3637800,21322900,1791300
2020-10-27,116.23,3286.33,317.14,134.89,283.29,1598.88,116.6,3286.33,317.14,134.89,283.29,1598.88,117.28,3291.66,319.32,135.31,284.51,1602.0,114.54,3211.3,305.61,131.75,276.31,1576.99,115.49,3224.94,307.75,132.0,278.76,1588.93,92276800,4291000,13175900,3598500,16287200,1295100
2020-10-28,110.84,3162.78,307.94,130.7,267.67,1510.8,111.2,3162.78,307.94,130.7,267.67,1510.8,115.43,3264.02,313.5,132.43,278.79,1553.81,111.1,3162.47,306.0,128.02,267.26,1508.48,115.05,3249.3,313.5,132.07,278.79,1550.01,143937800,5588300,13644500,5821000,23121800,2258700
2020-10-29,114.95,3211.01,312.56,131.96,280.83,1556.88,115.32,3211.01,312.56,131.96,280.83,1556.88,116.93,3257.25,315.58,132.93,283.6,1588.74,112.2,3164.0,308.91,130.06,273.78,1516.55,112.37,3201.27,309.44,130.94,276.55,1517.02,146129200,6596500,11174500,5312800,32368100,2770300
2020-10-30,108.51,3036.15,304.69,133.05,263.11,1616.11,108.86,3036.15,304.69,133.05,263.11,1616.11,111.99,3167.0,310.83,133.31,276.7,1681.32,107.72,3019.0,300.19,130.47,259.1,1601.57,111.06,3157.75,308.55,131.0,274.5,1667.44,190272600,8386400,14918500,5494100,47247800,4993900
2020-11-02,108.42,3004.48,310.84,134.05,261.36,1624.32,108.77,3004.48,310.84,134.05,261.36,1624.32,110.68,3079.71,311.44,137.87,270.47,1658.24,107.32,2950.12,305.39,132.89,257.34,1614.24,109.11,3061.74,310.95,134.31,264.6,1623.54,122866900,7257400,11857600,2705100,27165700,2211400
2020-11-03,110.09,3048.41,285.57,134.11,265.3,1645.66,110.44,3048.41,285.57,134.11,265.3,1645.66,111.49,3074.9,294.28,134.96,270.05,1659.0,108.73,2980.98,280.78,131.0,260.88,1612.11,109.66,3018.53,286.2,134.66,263.16,1630.76,107624400,4897900,58132500,2612800,17961900,1571600
2020-11-04,114.58,3241.16,295.71,140.31,287.38,1745.85,114.95,3241.16,295.71,140.31,287.38,1745.85,115.59,3244.85,299.17,143.77,288.94,1770.03,112.35,3139.73,285.3,135.79,278.62,1703.0,114.14,3159.99,287.79,137.84,281.0,1705.58,138235500,6839000,28791200,4865600,35364400,3567100
2020-11-05,118.65,3322.0,287.75,143.94,294.68,1762.5,119.03,3322.0,287.75,143.94,294.68,1762.5,119.62,3366.8,291.25,145.05,297.38,1791.82,116.87,3288.88,279.6,141.9,288.95,1741.03,117.95,3319.97,289.09,144.97,291.9,1770.45,126387100,5789300,50065200,4303100,23823600,1987900
2020-11-06,118.51,3311.37,299.95,144.0,293.41,1759.73,118.69,3311.37,299.95,144.0,293.41,1759.73,119.2,3322.0,300.89,145.36,294.6,1768.5,116.13,3232.0,289.79,141.79,288.06,1736.68,118.32,3304.64,291.49,143.87,293.95,1751.34,114457900,4647300,25259600,2501100,13891000,1431100
2020-11-09,116.15,3143.74,290.53,144.19,278.77,1761.42,116.32,3143.74,290.53,144.19,278.77,1761.42,121.99,3289.0,304.0,148.38,292.58,1816.89,116.05,3112.11,290.5,143.06,278.53,1757.55,120.5,3231.03,303.77,148.38,289.87,1795.98,154515300,7190400,22559900,3230000,25117700,2672000
2020-11-10,115.8,3035.02,266.54,143.25,272.43,1737.72,115.97,3035.02,266.54,143.25,272.43,1737.72,117.59,3114.0,280.0,145.44,274.0,1759.38,114.13,3019.48,264.33,141.2,264.0,1716.12,115.55,3095.02,279.97,141.2,273.1,1729.77,138023400,6591000,61064000,3692200,29067700,2151100
2020-11-11,119.31,3137.39,265.65,143.06,276.48,1747.23,119.49,3137.39,265.65,143.06,276.48,1747.23,119.63,3139.15,271.92,143.44,278.4,1762.9,116.44,3050.0,261.2,140.68,272.48,1743.06,117.19,3061.78,261.92,142.34,273.47,1748.4,112295000,4366900,41699000,2670900,14957000,1591900
2020-11-12,119.03,3110.28,264.31,142.47,275.08,1742.82,119.21,3110.28,264.31,142.47,275.08,1742.82,120.53,3175.88,271.2,145.99,279.75,1764.98,118.57,3086.05,263.04,142.0,274.43,1737.97,119.62,3159.95,271.04,144.27,277.18,1742.0,103162300,4362000,27119100,2788100,12899500,1323700
2020-11-13,119.08,3128.81,260.84,145.08,276.95,1772.26,119.26,3128.81,260.84,145.08,276.95,1772.26,119.67,3141.72,265.44,145.2,277.76,1777.13,117.87,3085.39,257.17,142.5,273.1,1735.98,119.44,3122.0,264.72,144.51,277.72,1748.0,81581900,3756200,33942800,2436400,10391200,1487200
2020-11-16,120.12,3131.06,258.31,147.84,278.96,1774.03,120.3,3131.06,258.31,147.84,278.96,1774.03,120.99,3142.7,262.57,151.18,279.41,1794.34,118.15,3072.69,257.03,146.22,274.63,1761.33,118.92,3093.2,260.42,146.71,275.05,1764.14,91183000,3808700,20864200,4901000,12970400,1273400
2020-11-17,119.21,3135.66,256.8,143.92,275.0,1761.66,119.39,3135.66,256.8,143.92,275.0,1761.66,120.67,3189.25,260.28,145.48,277.68,1777.14,118.96,3135.26,256.54,141.02,273.29,1759.49,119.55,3183.54,260.28,145.0,277.68,1767.86,74271000,3444700,19739500,5062500,15040300,1065700
2020-11-18,117.85,3105.46,255.83,142.07,271.97,1740.64,118.03,3105.46,255.83,142.07,271.97,1740.64,119.82,3140.0,258.31,147.29,277.39,1765.0,118.0,3105.1,252.55,141.95,271.84,1738.57,118.61,3134.0,257.76,143.48,274.52,1756.64,76322100,2916800,28307100,5826300,12152900,1005400
2020-11-19,118.46,3117.02,259.89,136.48,272.94,1758.57,118.64,3117.02,259.89,136.48,272.94,1758.57,119.06,3125.0,261.4,139.0,273.47,1763.49,116.81,3080.92,253.56,135.26,269.19,1730.02,117.59,3105.31,255.0,138.67,271.02,1733.23,74113000,3010300,20752800,5913800,12963700,1005300
2020-11-20,117.16,3099.4,270.74,136.11,269.7,1736.38,117.34,3099.4,270.74,136.11,269.7,1736.38,118.77,3132.89,272.37,137.97,273.0,1768.36,117.29,3098.05,261.9,136.0,269.41,1735.0,118.64,3117.02,263.97,137.1,272.56,1762.0,73604300,3374400,34178400,5839600,18114700,1384700
2020-11-23,113.68,3098.39,270.11,133.04,268.43,1727.56,113.85,3098.39,270.11,133.04,268.43,1727.56,117.62,3139.75,275.73,136.74,270.95,1745.99,113.75,3065.46,266.41,132.5,264.53,1710.18,117.18,3116.7,274.75,136.21,270.89,1740.22,127959300,4708900,25317100,5670200,20990800,1126500
2020-11-24,115.0,3118.06,279.96,134.36,276.92,1763.9,115.17,3118.06,279.96,134.36,276.92,1763.9,115.85,3134.25,280.61,135.38,277.82,1766.48,112.59,3086.26,272.8,132.44,267.87,1720.73,113.91,3100.5,276.23,134.7,268.49,1727.5,113874200,3602100,20660500,4693700,16930400,1399200
2020-11-25,115.86,3185.07,277.72,136.0,275.59,1764.13,116.03,3185.07,277.72,136.0,275.59,1764.13,116.75,3198.0,279.33,136.2,280.18,1770.38,115.17,3140.26,274.05,132.26,272.65,1748.36,115.55,3141.87,275.7,133.07,278.14,1767.81,76499200,3790400,15229300,3101800,12467000,980000
2020-11-27,116.42,3195.34,276.48,139.42,277.81,1787.02,116.59,3195.34,276.48,139.42,277.81,1787.02,117.49,3216.19,278.92,139.99,279.13,1797.01,116.22,3190.05,275.67,135.09,274.82,1764.54,116.57,3211.26,278.8,136.75,277.39,1764.54,46691300,2392900,9583200,3292900,7808400,739500
2020-11-30,118.87,3168.04,263.36,138.99,276.97,1754.4,119.05,3168.04,263.36,138.99,276.97,1754.4,120.97,3228.39,268.97,139.4,277.7,1780.34,116.81,3125.55,262.52,135.01,271.01,1747.84,116.97,3208.48,268.97,137.27,276.03,1775.65,169410200,4063900,30476100,5715400,16693300,1620900
2020-12-01,122.54,3220.08,264.01,140.26,286.55,1795.36,122.72,3220.08,264.01,140.26,286.55,1795.36,123.47,3248.95,265.67,142.2,289.3,1821.72,120.01,3157.18,261.57,137.57,278.96,1763.03,121.01,3188.5,265.47,139.06,279.16,1766.66,128166800,4544400,14606300,3172600,20777900,1868100
2020-12-02,122.9,3203.53,261.32,143.7,287.52,1824.97,123.08,3203.53,261.32,143.7,287.52,1824.97,123.37,3232.0,263.1,143.84,291.78,1832.74,120.89,3173.26,260.11,139.0,280.83,1785.17,122.02,3221.65,262.0,139.0,285.36,1795.36,89004200,3129300,13919700,3504600,17361600,1471200
2020-12-03,122.76,3186.73,266.91,144.24,281.85,1821.84,122.94,3186.73,266.91,144.24,281.85,1821.84,123.78,3228.64,268.6,145.1,286.65,1843.83,122.21,3181.31,263.14,142.06,281.07,1817.0,123.52,3205.46,263.78,143.7,286.25,1820.54,78967600,2892000,15520500,3059200,12921700,1236400
2020-12-04,122.07,3162.58,267.25,144.07,279.7,1823.76,122.25,3162.58,267.25,144.07,279.7,1823.76,122.86,3198.21,271.3,146.2,283.46,1829.5,121.52,3158.76,266.27,143.8,279.3,1813.59,122.6,3198.21,271.02,144.3,280.3,1820.22,78260400,2913600,15527600,2450200,10880300,1027200
2020-12-07,123.57,3158.0,264.0,144.3,285.58,1817.03,123.75,3158.0,264.0,144.3,285.58,1817.03,124.57,3180.76,265.97,145.2,288.49,1829.29,122.25,3141.69,262.6,142.54,278.2,1803.04,122.31,3156.48,265.7,143.73,279.19,1815.55,86712000,2751300,11388700,2302900,13007700,1114400
2020-12-08,124.19,3177.29,266.09,144.99,283.4,1811.33,124.38,3177.29,266.09,144.99,283.4,1811.33,124.98,3184.13,268.4,147.07,286.43,1815.97,123.09,3120.02,263.87,143.5,281.55,1791.28,124.37,3158.9,265.2,146.61,286.01,1808.52,82225500,3286300,9447700,3886700,10747700,996800
2020-12-09,121.6,3104.2,263.8,151.59,277.92,1777.86,121.78,3104.2,263.8,151.59,277.92,1777.86,125.95,3174.43,267.91,156.56,287.63,1828.37,121.0,3088.0,263.1,147.01,271.75,1762.0,124.53,3167.89,267.56,148.0,283.66,1810.36,115089200,4100800,9060700,6953800,25189700,1586400
2020-12-10,123.06,3101.49,264.87,158.32,277.12,1767.65,123.24,3101.49,264.87,158.32,277.12,1767.65,123.87,3142.1,266.09,158.8,278.73,1774.99,120.15,3076.0,261.2,151.73,271.86,1733.53,120.5,3088.99,261.99,154.12,275.54,1762.6,81312200,3030200,10290300,5265900,20065100,1434400
2020-12-11,122.23,3116.42,264.54,161.24,273.55,1774.8,122.41,3116.42,264.54,161.24,273.55,1774.8,122.76,3118.67,265.32,163.4,276.48,1777.31,120.55,3072.82,262.5,157.68,270.25,1752.74,122.43,3096.66,264.29,158.03,274.53,1760.0,86939800,3064700,7771300,6179800,14391400,931400
2020-12-14,121.6,3156.97,256.03,162.96,274.19,1752.26,121.78,3156.97,256.03,162.96,274.19,1752.26,123.35,3190.47,260.86,167.29,277.22,1789.8,121.54,3126.0,256.03,162.82,271.56,1749.13,122.6,3143.0,260.32,164.8,273.37,1770.72,79184500,4155800,18369900,4907300,16376900,1652500
2020-12-15,127.69,3165.12,255.11,185.5,275.55,1761.08,127.88,3165.12,255.11,185.5,275.55,1761.08,127.9,3188.5,255.68,186.61,276.08,1764.0,124.13,3130.49,252.3,168.16,267.47,1741.67,124.34,3181.01,255.34,169.75,274.83,1759.86,157572300,3323700,16595600,19182300,23979500,1068300
2020-12-16,127.62,3240.96,261.89,190.4,275.67,1757.19,127.81,3240.96,261.89,190.4,275.67,1757.19,128.37,3247.0,263.18,201.11,277.86,1769.11,126.56,3163.68,257.04,185.53,272.51,1749.06,127.41,3176.01,257.74,189.34,274.76,1769.11,98208600,4427600,15804800,32288400,15885000,1233800
2020-12-17,128.51,3236.08,264.43,190.11,274.48,1740.51,128.7,3236.08,264.43,190.11,274.48,1740.51,129.58,3263.51,264.85,193.99,280.44,1766.71,128.04,3221.0,260.2,184.8,273.61,1731.15,128.9,3250.0,264.7,185.14,277.07,1763.93,94359800,3474300,14306600,10796900,16377800,1744000
2020-12-18,126.47,3201.65,260.0,192.69,276.4,1726.22,126.66,3201.65,260.0,192.69,276.4,1726.22,129.1,3249.42,264.9,199.8,278.0,1748.36,126.12,3171.6,259.2,190.17,271.14,1715.0,128.96,3243.99,263.9,191.97,275.77,1746.17,192541500,5995700,15981800,15076100,26693200,4262800
2020-12-21,128.04,3206.18,260.43,193.08,272.79,1734.56,128.23,3206.18,260.43,193.08,272.79,1734.56,128.31,3226.97,260.46,202.79,274.67,1737.0,123.45,3166.0,254.5,188.51,267.79,1694.0,125.02,3200.01,255.17,188.95,272.98,1709.13,121251600,3836800,10901800,12746600,16553700,1698700
2020-12-22,131.68,3206.52,255.83,191.26,267.09,1720.22,131.88,3206.52,255.83,191.26,267.09,1720.22,134.41,3222.0,258.34,199.0,271.5,1732.61,129.65,3180.08,255.41,187.88,264.63,1705.78,131.61,3202.84,257.87,197.85,271.5,1729.33,168904800,2369400,11468400,6203900,17312900,1018500
2020-12-23,130.76,3185.27,256.18,193.36,268.11,1728.23,130.96,3185.27,256.18,193.36,268.11,1728.23,132.43,3210.13,257.35,195.49,272.17,1744.11,130.78,3184.17,252.53,185.16,266.23,1721.2,132.16,3205.0,255.5,191.35,266.89,1723.93,88223700,2093800,10729200,5438400,14329000,1148700
2020-12-24,131.77,3172.69,222.0,191.02,267.4,1734.16,131.97,3172.69,222.0,191.02,267.4,1734.16,133.46,3202.0,229.9,192.88,270.4,1742.41,131.1,3169.0,211.23,189.0,266.2,1724.35,131.32,3193.9,228.24,189.75,268.88,1729.0,54930100,1451900,141830000,2978900,6702000,465600
2020-12-28,136.49,3283.96,222.36,193.08,277.0,1773.96,136.69,3283.96,222.36,193.08,277.0,1773.96,137.34,3304.0,224.99,198.74,277.3,1787.0,133.51,3172.69,215.32,189.34,265.66,1741.82,133.99,3194.0,216.88,189.63,268.74,1744.91,124486200,5686800,73512100,5685900,23299700,1382500
2020-12-29,134.67,3322.0,236.26,195.07,276.78,1757.76,134.87,3322.0,236.26,195.07,276.78,1757.76,138.79,3350.65,239.19,199.88,280.51,1788.47,134.34,3281.22,229.6,192.65,276.28,1755.11,138.05,3309.94,231.76,195.97,276.95,1787.23,121047300,4872900,69715900,5723600,16383000,986300
2020-12-30,133.52,3285.85,238.39,219.63,271.87,1736.25,133.72,3285.85,238.39,219.63,271.87,1736.25,135.99,3342.1,243.39,220.6,278.08,1767.76,133.4,3282.47,234.65,198.05,271.71,1728.0,135.58,3341.0,243.35,198.1,277.95,1765.0,96452100,3209300,44812300,25429300,11803800,1051300
